,times,cpu_tr_batch_runtime,cpu_tr_recursive_runtime
0,100.0,1.2653924107551575,0.1963616967201233
1,200.0,4.051391506195069,0.21210219860076904
2,300.0,12.766587495803833,0.2854681134223938
3,400.0,8.875317633152008,0.3337266206741333
4,500.0,11.400868153572082,0.3792867541313171
5,1000.0,39.13001582622528,0.5943172335624695
6,1500.0,86.84724907875061,0.8345920085906983
